transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v,threshold_i,peak_v,peak_i,trough_v,trough_i,upstroke,upstroke_v,downstroke,downstroke_v,fast_trough_v,fast_trough_i,width,upstroke_downstroke_ratio,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Glutamatergic,Glutamatergic,negative,spiny,L5,-40.66184616088867,314.0708923339844,36.24113845825195,314.77239990234375,-54.06996154785156,267.9813537597656,379.0680374119022,-2.2033581733703613,-141.9703924841026,8.733208656311035,-49.00419616699219,314.11566162109375,0.0006018656716419394,2.6773623246623317,0.144866799609857,-49.5937538146973,-53.9791704813639,-56.6062522888184,126.429912,0.08552,40.6562538146973,43.7395858764648,40.5875015258789,47.6560592651367,0.180735513567924,3.045497344,10.1430573399696,190.0,193.708333333333,1160.0,-42.4375,-42.7187525431315,-55.3250015258789,-56.625,-57.7395858764648,-78.4187545776367,2.9286807276353,2.89577383713271,2.85258836676767,-83.4687576293945,-76.9375152587891,488679042_79
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.02022171020508,211.6875,37.81525802612305,210.7830810546875,-53.35661697387695,152.66175842285156,325.5110647143129,-3.605698585510254,-77.87252096367418,16.049633026123047,-46.24356460571289,198.0330810546875,0.0009764705882353694,4.204421198445097,0.12070112655161,-48.25,-48.7500012715658,-51.1625030517578,202.568384,0.0366600000000001,45.9375,49.2604192097982,48.0750015258789,137.656286358833,0.0562774017453194,1.760305408,13.9564440929572,90.0,73.2083333333333,640.0,-37.1875,-36.9687512715658,-43.9375022888184,-54.40625,-56.3854192097982,-69.7812545776367,4.36275592027709,4.44818181666371,4.30029091793973,-84.65625,-69.6875991821289,599177740_58
Glutamatergic,Glutamatergic,negative,spiny,L4,-41.9453125,279.183837890625,43.586856842041016,278.941162109375,-53.59742736816406,235.73529052734375,436.5901042250775,5.298253536224365,-169.16921707347893,10.043198585510254,-48.73115921020508,274.7922668457031,0.0005528676470585042,2.5853258457143857,0.171702340255655,-47.78125,-50.1250025431315,-53.3062515258789,86.044832,0.06521,47.125,49.0104192097982,48.5937530517578,68.593867123127,0.245516523718834,2.390137856,15.7229442956613,160.0,164.208333333333,1290.0,-42.84375,-43.4479166666667,-49.5750030517578,-57.2812538146973,-56.9583358764648,-73.1937530517578,2.87427339417841,2.88133292967441,2.72359875463759,-80.0937576293945,-71.8682098388672,480169202_57
Pvalb+,GABAergic,positive,aspiny,L5,-42.84717559814453,288.4366455078125,3.939640522003174,289.5119934082031,-62.18450164794922,282.99658203125,185.24101325317014,-12.38741397857666,-180.90040555964134,-18.170804977416992,-61.797088623046875,290.16094970703125,0.0004970547945207109,1.013887971587681,1.10400397860751,-67.9687576293945,,-63.9947929382324,173.020368,0.0073100000000001,13.2500009536743,,17.1197919845581,147.098317742348,0.0218489374965429,1.126394624,6.95502282650901,180.0,,430.000030517578,-45.1875038146973,,-47.5885442097982,-68.0625076293945,,-72.8125012715658,1.09402177843605,,1.23300073936688,-96.1562576293945,-72.1885299682617,484744672_66
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.678443908691406,143.62681579589844,34.39583206176758,143.74093627929688,-57.178443908691406,112.465576171875,318.6102858213593,-9.0883150100708,-106.12339499603671,7.206974506378174,-51.33967208862305,140.97825622558594,0.000835362318840543,3.0094072752213226,0.207303370786517,-51.7187538146973,-49.7291692097982,-54.6875019073486,205.452864,0.0553400000000002,39.2187538146973,40.8437525431315,37.6718769073486,187.656283378601,0.0240895766764879,2.943726848,21.236039382047,70.0,70.4583333333333,670.0,-41.3125,-38.4583358764648,-48.21875,-54.2812538146973,-53.9791692097982,-81.703125,3.16529186747368,3.32147112943177,3.43352630208888,-99.3125076293945,-80.8980407714844,502267531_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-39.23918151855469,50.13461685180664,24.123798370361328,50.37980651855469,-57.15144348144531,47.08654022216797,272.83452451885,-3.475961446762085,-186.1232950752637,-4.395432472229004,-56.375,50.75961685180664,0.0004950000000001855,1.464317104462786,0.452789706329222,-58.0000038146973,-59.4687538146973,-60.1750038146973,301.899872,0.018165,24.5000019073486,35.46875,27.8937511444092,328.125,0.019273217767477,2.645534208,34.0166926480264,30.0000019073486,33.1249993642171,330.0,-42.2500038146973,-42.9583358764648,-42.5062522888184,-58.1250038146973,-59.5833358764648,-66.4187545776367,1.55868684919997,1.5199308862088,1.49143985031133,-102.65625,-64.7194137573242,473951795_42
Sst+,GABAergic,positive,aspiny,L5,-36.94363784790039,44.35491180419922,32.55413055419922,44.265625,-59.27455520629883,43.09375,254.77810460886636,1.4397321939468384,-156.15809517630237,6.51953125,-58.79464340209961,43.96651840209961,0.0006674999999999796,1.6170342702998017,0.291538455822059,-59.4687538146973,-58.4479192097982,-63.0250022888184,209.605296,0.0373000000000001,42.6875,44.7291704813639,38.4250015258789,261.562466621399,0.0389600619673729,1.699957504,62.7050386615723,30.0,25.7499993642171,450.0,-43.1875038146973,-40.7187525431315,-45.0500015258789,-59.5625038146973,-58.5104192097982,-66.8500045776367,2.23577325962574,2.21252448735455,2.15214643854478,-94.625,-65.8897171020508,530737765_35
Glutamatergic,Glutamatergic,positive,spiny,L6b,-40.54018020629883,77.19642639160156,29.79528045654297,76.94898223876953,-56.730228424072266,60.043365478515625,233.8381797200647,-4.19132661819458,-97.79366408294601,6.049107074737549,-49.658164978027344,74.67601776123047,0.0008440816326531894,2.3669895074004383,0.202789116894875,-55.84375,-52.7500038146973,-57.2421903610229,147.9972,0.038125,38.53125,41.4687519073486,37.5468769073486,243.750065565109,0.111824981868267,1.733426176,24.9293147075019,50.0,59.7499980926514,285.0,-44.9375038146973,-41.515625,-50.0781278610229,-56.2812538146973,-56.3437538146973,-81.9062538146973,3.56419271962401,3.2254217781013,3.61718880155037,-100.3125,-81.1754684448242,488428837_54
Glutamatergic,Glutamatergic,positive,spiny,L6a,-42.690895080566406,61.5625,23.5889949798584,61.2907600402832,-56.78532791137695,47.91032791137695,229.7682596543173,-21.940217971801758,-63.760912021644174,2.1290760040283203,-53.51426696777344,58.66304397583008,0.0011821739130433646,3.605924890092862,0.286030827696237,-53.90625,-54.8020871480306,-56.9875038146973,322.777504,0.0243,34.4375,34.4166679382324,31.8437522888184,348.28132390976,0.101397357881069,1.323356672,26.7575578496702,30.0,28.7499993642171,400.0,-43.4375038146973,-44.5520846048991,-43.4687515258789,-58.1250038146973,-57.8645858764648,-66.4437530517578,4.32253584764397,4.27216669358724,3.65936920726325,-98.9375076293945,-66.4572143554688,502367941_36
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-31.61631965637207,77.70370483398438,31.05989646911621,76.72801208496094,-48.32957077026367,69.42708587646484,201.2174226047443,-8.726273536682129,-73.35529831338901,7.1484375,-47.331886291503906,72.80439758300781,0.0010818518518518996,2.728939169517174,0.279938271604938,-50.8437538146973,-49.3359375,-57.3125023841858,594.843904,0.0158200000000002,36.125,35.2734394073486,38.1718759536743,207.812488079071,0.0790833085775375,3.679954944,10.2390047345493,50.0,31.5,260.0,-34.4375,-34.4609384536743,-40.7851581573486,-51.3125038146973,-49.6328144073486,-75.5234403610229,3.01897289790159,3.14898470320899,3.40290191489134,-99.78125,-74.5764694213867,584872371_49
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-32.10049819946289,268.32244873046875,28.819602966308594,267.453125,-50.30752944946289,209.43324279785156,288.88296118154227,-3.616122245788574,-77.87955381373787,5.068181991577148,-47.53125,255.09375,0.0008447727272727205,3.777441161273056,0.20287356708399,-50.2812538146973,-51.2395858764648,-61.71875,224.74288,0.06426,32.5000038146973,32.4583358764648,33.6875038146973,144.687607884407,0.0781476944684982,1.9638304,6.33122714665805,150.0,124.541669209798,479.999969482422,-31.2812519073486,-32.2708339691162,-36.5937519073486,-52.1250038146973,-53.1979192097982,-75.8593788146973,3.55675292865995,3.84281800401313,2.45669888614556,-92.0000076293945,-74.787239074707,555341581_52
Pvalb+,GABAergic,positive,aspiny,L2/L3,-30.455368041992188,214.04373168945312,-2.0713119506835938,214.41775512695312,-43.87287902832031,206.44876098632812,150.37713969076785,-16.451942443847656,-83.25681587408953,-12.01036262512207,-43.39507293701172,213.04373168945312,0.0005193080939947602,1.8062104427774637,0.967330683563486,-50.7500038146973,-49.2968788146973,-58.8437519073486,297.790624,0.0121500000000001,-0.4375,-1.421875,4.76562523841858,190.13400375843,0.0392634160816669,2.117572352,7.6341718394755,130.0,166.875,68.3333333333333,-32.9062538146973,-25.0625,-41.302085240682,-51.0312538146973,-49.71875,-74.9791692097982,1.6721619647588,0.982695671178265,1.75799136946655,-94.4375,-73.6521224975586,486754703_65
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-29.9891300201416,337.034423828125,17.067481994628906,335.6630554199219,-50.95289993286133,260.6956481933594,183.4435261729741,-8.549365997314453,-60.07901671871275,-3.45516300201416,-47.16032791137695,300.72283935546875,0.0010142753623184153,3.0594654401706576,0.12857141364594,-51.0000038146973,-53.5625025431315,-61.786460240682,78.749264,0.0792950000000001,15.3437509536743,27.1770839691162,25.1562512715658,103.437386453152,0.0324804931879044,1.597012352,7.66136325763937,209.999984741211,195.583333333333,830.0,-31.4687519073486,-35.4375012715658,-39.3020865122477,-54.3750038146973,-57.0520858764648,-73.0729192097982,3.08893778624712,3.68133865862017,2.40811641532559,-83.5937576293945,-71.7685928344727,482773968_52
Sst+,GABAergic,positive,aspiny,L5,-43.25732421875,166.35546875,24.896728515625,166.3583984375,-64.59912109375,163.169921875,352.87409228174215,-7.7578125,-225.83077714562054,-8.767822265625,-64.363525390625,165.4130859375,0.0004434374999999491,1.5607819728255565,0.535286713328499,-65.46875,-65.312505086263,-67.3125045776367,184.539952,0.0141150000000001,22.53125,33.8541692097982,29.2875019073486,182.500004768372,0.11977082490921,1.259977216,10.9378135591377,100.0,111.958333333333,380.0,-45.53125,-44.3229204813639,-46.4000007629395,-65.7187576293945,-65.4479166666667,-72.8187561035156,1.7103609361433,1.69346096878831,1.70693600765492,-92.1875,-71.7014846801758,491029832_44
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-37.315731048583984,261.2456970214844,42.11961364746094,262.0,-55.059268951416016,191.35345458984375,404.7259022383548,-0.6767241358757019,-103.4360399053297,14.206896781921387,-45.496768951416016,263.21551513671875,0.0007793103448274851,3.923063099900592,0.157360750201423,-46.9375038146973,-48.5520833333333,-48.9750038146973,134.375424,0.05606,45.0625,43.8437525431315,43.7562522888184,161.562502384186,0.0567607432603836,1.047345536,22.0303802404739,110.0,100.666666666667,1060.0,-37.0,-35.9479192097982,-44.7187515258789,-52.9375038146973,-55.5625012715658,-78.4187515258789,3.92953006277305,3.60201829380475,3.80884873287218,-94.5000076293945,-77.4467315673828,517974394_69
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-44.10649108886719,293.77691650390625,11.052163124084473,294.1346130371094,-61.46826934814453,291.6778869628906,268.45632156754624,-12.426682472229004,-202.13631795073715,-14.779808044433594,-61.284854888916016,293.76922607421875,0.0004382307692309859,1.3214484202586565,0.0655502392344485,-64.5937576293945,,-65.71484375,180.26936,0.005765,18.8750019073486,,21.7265632152557,114.21874910593,0.0589748583734035,1.517646976,5.98494110989339,160.0,,350.0,-47.125,,-48.1210947036743,-64.71875,,-69.21484375,1.32866909950094,,1.36295629215025,-83.125,-69.6380767822266,464326210_58
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.3117561340332,78.62202453613281,20.875743865966797,78.2172622680664,-53.47098159790039,63.619049072265625,242.58045021250769,-17.171131134033203,-79.010137030986,-0.8325892686843872,-45.63541793823242,75.88690185546875,0.0008720238095239131,3.072196467052906,0.348888888888889,-46.0625038146973,-45.3541692097982,-51.3437531789144,148.071152,0.0515700000000001,20.0625,32.1250012715658,24.5000006357829,208.281219005585,0.0155193535611033,2.172593664,28.8058511448692,50.0,54.9999987284342,700.0,-40.8125038146973,-36.2187512715658,-43.0208365122477,-50.2187538146973,-49.2604204813639,-76.3177121480306,2.95832148518944,3.09887688231406,2.90108081831858,-94.2812576293945,-74.9811172485352,484738748_48
Glutamatergic,Glutamatergic,positive,spiny,L6b,-34.55245590209961,76.29463958740234,38.47488784790039,75.97767639160156,-49.86941909790039,58.02231979370117,277.5657110823781,3.5145089626312256,-69.38012861785397,22.555246353149414,-41.34542465209961,69.49330139160156,0.0010232142857143117,4.007291680149008,0.197222222222222,-43.5625,-41.7656288146973,-46.59375,268.824672,0.0250000000000001,41.96875,42.8125019073486,41.40625,257.812678813934,0.013316173106432,1.38429568,33.7137162390113,50.0,33.25,400.0,-36.4375,-35.8750019073486,-44.28125,-46.9375038146973,-52.9531269073486,-64.53125,3.86294656062335,4.02892021612358,3.95257688673336,-88.0000076293945,-65.4706497192383,507101551_42
Sst+,GABAergic,positive,aspiny,L5,-30.5,113.5367660522461,17.695772171020508,112.93014526367188,-47.92371368408203,99.47058868408203,149.1293154603408,-11.477022171020508,-72.36650883284959,-5.886029243469238,-46.19668960571289,110.49264526367188,0.0010005882352942725,2.0544926158793233,0.0656839622641509,-50.4687538146973,-53.3333358764648,-58.5312538146973,231.220416,0.04176,18.5312519073486,30.0416679382324,17.5625009536743,250.468760728836,0.039782952517271,1.888996608,35.23558346594,70.0,45.625,420.0,-36.1562538146973,-35.2500025431315,-37.1406269073486,-50.4687538146973,-53.4479192097982,-64.703125,2.29915470262249,2.37926797672085,1.91381343581528,-91.9062576293945,-64.0814437866211,592712536_56
Sst+,GABAergic,positive,aspiny,L5,-30.2930965423584,522.3001098632812,6.87127685546875,525.3095703125,-47.1025505065918,523.3646240234375,164.0332983076821,-7.172269821166992,-159.06424266575127,-11.08032512664795,-46.72032928466797,527.9296264648438,0.0004716606498195304,1.0007628620269715,0.0243697566284344,-57.9375038146973,-49.8125038146973,-58.6437530517578,188.574464,0.0065300000000001,17.0937519073486,9.12500095367432,14.9750009536743,171.316996216774,0.0736213847994804,2.48694144,12.7719425121727,390.0,195.375,552.0,-39.2812538146973,-27.0937519073486,-42.80625,-58.0625,-73.0937576293945,-75.2375030517578,1.21828858841836,0.909594874191306,1.27475923719128,-92.7500076293945,-73.9048614501953,472517038_60
Glutamatergic,Glutamatergic,positive,spiny,L4,-39.02309799194336,163.66847229003906,31.578125,162.9891357421875,-57.222145080566406,128.34239196777344,354.5166279882732,-10.23029899597168,-89.86387423050319,11.533967018127441,-47.955841064453125,156.57608032226562,0.0008204347826088766,3.9519663093575748,0.141274452748486,-48.5312538146973,-46.1770833333333,-51.8750022888184,169.609664,0.05996,32.0,38.9791666666667,36.8625022888184,123.906247317791,0.0693726539611816,1.842838912,20.8559733956537,100.0,117.70832824707,1080.0,-38.21875,-35.6354166666667,-45.3062515258789,-59.2500038146973,-55.6458333333333,-78.3750045776367,3.82407298377769,3.99762224157484,3.83065047133696,-92.0625,-77.8588638305664,515202564_50
Sst+,GABAergic,positive,aspiny,L6b,-29.423362731933594,101.87797546386719,37.22916793823242,101.60416412353516,-47.985862731933594,90.83036041259766,285.0948849215638,1.0811011791229248,-122.15328368067672,-0.0580357126891613,-47.021575927734375,100.52083587646484,0.000707619047619031,2.3265717293488977,0.187632972271046,-50.1875038146973,-51.0625025431315,-57.9062525431315,218.831968,0.04068,45.4062538146973,47.0208346048991,40.4791679382324,279.062509536743,0.0195430163294077,2.14764544,45.6606871928344,50.0,36.2083333333333,420.0,-34.0312538146973,-34.5208358764648,-36.9687512715658,-50.1875038146973,-51.0833371480306,-61.0625025431315,3.03771626988893,3.03379244096094,2.62629751102399,-90.71875,-60.470874786377,574038330_56
Glutamatergic,Glutamatergic,positive,spiny,L4,-37.34975814819336,236.13941955566406,39.721153259277344,235.3076934814453,-55.105770111083984,167.85577392578125,362.3363482148443,1.2319711446762085,-93.30876664655781,17.461538314819336,-46.387020111083984,223.45672607421875,0.0008255769230766866,3.9165180878335257,0.146842113114459,-45.3125,-47.3645858764648,-49.1953125,338.927264,0.040535,41.625,43.8958333333333,44.5000009536743,191.562384366989,0.0298675894737244,2.873901056,23.8061440147179,110.0,57.7499987284342,840.0,-36.4375,-35.8333333333333,-45.6250019073486,-54.6875,-53.4270846048991,-77.6015644073486,3.91836987879599,3.89520230784498,3.713364813202,-97.7812576293945,-76.089111328125,322723785_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-36.60416793823242,131.08680725097656,36.31076431274414,130.86805725097656,-53.69878387451172,94.86805725097656,267.87496130731927,-4.5078125,-88.65462887886984,12.00173568725586,-43.86284637451172,125.72222137451172,0.0009043055555554661,3.0277823998054236,0.159469707443475,-45.6875,-46.9583358764648,-47.7625022888184,173.447264,0.0429200000000001,37.71875,40.0833339691162,40.4937507629395,210.468634963036,0.0526439473032951,1.357400832,24.6336885047151,70.0,78.7916666666667,780.0,-37.7812538146973,-35.3750025431315,-44.6812515258789,-48.25,-53.0833358764648,-77.4375061035156,3.23716786737683,3.03444217506621,3.60751163592337,-97.21875,-75.3036117553711,476457450_44
Pvalb+,GABAergic,positive,aspiny,L2/L3,-39.13982391357422,824.4257202148438,1.3409454822540283,826.2254028320312,-57.92841720581055,826.4478149414062,267.2641355069367,-17.399038314819336,-209.0704654539541,-16.403934478759766,-57.773193359375,828.7300415039062,0.0003285327635328187,1.2780908328832477,0.475162548764629,-60.8125038146973,-57.5208358764648,-64.0000009536743,95.944688,0.29055,0.84375,8.08333381017049,5.65625047683716,50.3125786781311,0.0864920765161514,1.204505856,4.34286784081442,540.0,532.458333333333,969.999938964844,-36.625,-31.1770846048991,-45.6640653610229,-60.9062538146973,-57.7187525431315,-79.5078182220459,1.15602109156681,1.13790875229575,1.40189986609215,-85.90625,-78.8459320068359,486755781_70
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-42.83111572265625,31.553192138671875,3.7719414234161377,31.356382369995117,-54.416221618652344,27.489360809326172,198.5757826962272,-17.379653930664062,-118.4249444204336,-14.6875,-53.26462936401367,30.664894104003906,0.0005360638297874908,1.6739097625282358,0.475438599813971,-52.3125,-53.6979179382324,-57.5687522888184,457.05392,0.0110250000000001,10.7812509536743,14.6145842870077,14.7687509536743,429.464250802994,0.0329337976872921,1.67726336,47.3079940834311,10.0,14.4583330154419,92.0,-44.65625,-44.0520871480306,-45.8312522888184,-55.4062538146973,-56.0104204813639,-63.1812561035156,1.81651653809873,1.7981909380045,1.75450126147248,-101.125,-61.4177131652832,479107488_52
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-44.494564056396484,189.3217315673828,20.020652770996094,189.1086883544922,-57.907066345214844,161.4282684326172,344.13893907358965,-11.393750190734863,-121.2069008978862,-11.974456787109375,-54.724998474121094,180.988037109375,0.0005989130434780004,2.8486239916003018,0.331399328120076,-56.21875,-56.5000019073486,-60.5625038146973,170.031024,0.0208950000000001,26.5625,30.2812509536743,30.2083346048991,148.43761920929,0.0929054990410805,2.733126144,8.94008081212238,110.0,126.125,143.333333333333,-42.6250038146973,-41.34375,-44.6875,-60.1875,-60.1875,-70.0729217529297,2.83443865609318,2.85101383177596,2.5331659331849,-85.34375,-69.4498291015625,439372920_47
Sst+,GABAergic,positive,aspiny,L6b,-43.82249069213867,283.3241271972656,24.714651107788086,283.88525390625,-65.90924072265625,282.41632080078125,359.7904866255118,-6.6855363845825195,-275.8755220055812,-3.5846140384674072,-65.75597381591797,284.00341796875,0.00041497267759574557,1.3044225752680967,1.0342818514992,-68.3125,-65.2708358764648,-68.8802121480306,188.709152,0.00818,28.03125,21.7500012715658,31.2708342870076,131.718754768372,0.020038453862071,1.123117952,9.38034858695979,180.0,182.083333333333,380.0,-45.9687538146973,-37.5729192097982,-49.2864615122477,-68.4062576293945,-65.3645833333333,-72.2135454813639,1.29955877045837,1.19222016381816,1.28911294543069,-87.46875,-71.5762329101562,569457730_61
Sst+,GABAergic,positive,aspiny,L4,-32.331329345703125,316.0384521484375,21.115785598754883,316.0833435058594,-48.512020111083984,234.3669891357422,213.7510465940833,-6.51682710647583,-59.95969999447161,-4.414262771606445,-43.65745162963867,300.8589782714844,0.0009982051282052113,3.590133394102967,0.163963211157197,-48.8750038146973,-52.1250038146973,-55.3062530517578,192.516256,0.0422800000000001,25.1875019073486,26.3333346048991,29.4125011444092,137.812525033951,0.0164867360144854,2.643021568,11.8717565873293,190.0,140.541666666667,600.0,-33.1562538146973,-35.9166666666667,-42.2125015258789,-52.1250038146973,-56.6770871480306,-72.9812515258789,3.63877500384277,3.73777097026756,2.58747923800035,-87.0625,-72.5188140869141,560965993_59
Glutamatergic,Glutamatergic,positive,spiny,L6b,-40.8301887512207,228.31838989257812,35.818397521972656,226.91981506347656,-52.80365753173828,171.02593994140625,274.7779327993616,0.9015330076217651,-86.70273643243587,11.45283031463623,-48.25884246826172,214.6438751220703,0.0009584905660377811,3.1668885895032335,0.152449576754122,-52.2812538146973,-54.4166679382324,-56.4687519073486,165.603216,0.04634,44.4062538146973,47.6562538146973,44.2083358764648,170.624956488609,0.082336887717247,1.089118848,20.0997516179075,110.0,53.8333333333333,680.0,-39.9062538146973,-41.3854179382324,-45.7552096048991,-55.34375,-58.9062538146973,-67.5156262715658,3.6536179498491,3.82783819958025,3.54873931333403,-85.9375076293945,-66.7005386352539,562965437_61
Glutamatergic,Glutamatergic,positive,spiny,L4,-34.39809799194336,291.396728515625,26.842391967773438,290.7010803222656,-53.604618072509766,196.2119598388672,235.39531110353082,-4.1345109939575195,-76.51710789979967,10.25951099395752,-45.216033935546875,270.5652160644531,0.0008813043478260101,3.0731616088312217,0.0594936741301878,-45.0312538146973,-46.7187538146973,-50.7031259536743,154.824096,0.04755,31.7812519073486,38.65625,37.3046894073486,158.124968409538,0.0530626326799393,1.36147712,14.7852173871993,130.0,95.9375,770.0,-35.875,-35.7343788146973,-48.5078153610229,-51.9062538146973,-53.6875038146973,-75.3828144073486,3.15026883529514,3.23445720778723,3.45874641278467,-90.0,-74.1826629638672,490263211_51
Glutamatergic,Glutamatergic,positive,spiny,L6b,-36.34027862548828,214.0,41.45225524902344,212.8177032470703,-53.66926956176758,167.8541717529297,331.95252835334094,-0.1375868171453476,-100.3867577864007,17.75694465637207,-46.64583206176758,201.5364532470703,0.0008530555555553833,3.297434964299567,0.228257749007194,-50.5,-47.5104166666667,-55.6375022888184,163.486304,0.02634,43.5000038146973,47.1145858764648,47.7000022888184,163.906291127205,0.133777648210526,1.493339264,14.2239231437283,130.0,123.0,670.0,-34.0312538146973,-33.5104179382324,-45.9000022888184,-53.125,-52.8645871480306,-75.6812545776367,3.06651968292765,3.39908433318745,3.94630015002622,-94.1875076293945,-75.3721694946289,509003464_46
